wall_id,vertex_id,x,y
0,BEGIN,NaN,NaN
0,0,18.625286,54.144110
0,1,18.692306,54.144110
0,2,18.759326,54.144110
0,3,18.826346,54.144110
0,4,18.893366,54.144110
0,5,18.960386,54.144110
0,6,19.027406,54.144110
0,7,19.094426,54.144110
0,8,19.161446,54.144110
0,9,19.228466,54.144110
0,10,19.295486,54.144110
0,11,19.362506,54.144110
0,12,19.429526,54.144110
0,13,19.496546,54.144110
0,14,19.563566,54.144110
0,15,19.630586,54.077090
0,16,19.697606,54.077090
0,17,19.764626,54.077090
0,18,19.831646,54.077090
0,19,19.898666,54.010070
0,20,19.965686,54.010070
0,21,20.032706,54.010070
0,22,20.099726,54.010070
0,23,20.166746,53.943050
0,24,20.233766,53.943050
0,25,20.300786,53.876030
0,26,20.367806,53.876030
0,27,20.434826,53.809010
0,28,20.501846,53.809010
0,29,20.568866,53.741990
0,30,20.635886,53.741990
0,31,20.702906,53.674970
0,32,20.769926,53.674970
0,33,20.836946,53.607950
0,34,20.903966,53.540930
0,35,20.970986,53.473910
0,36,21.038006,53.473910
0,37,21.105026,53.406890
0,38,21.172046,53.339870
0,39,21.239066,53.272850
0,40,21.306086,53.205830
0,41,21.373106,53.138810
0,42,21.440126,53.071790
0,43,21.507146,53.004770
0,44,21.574166,52.937750
0,45,21.641186,52.870730
0,46,21.708206,52.803710
0,47,21.708206,52.736690
0,48,21.775226,52.669670
0,49,21.842246,52.602650
0,50,21.909266,52.535630
0,51,21.909266,52.468610
0,52,21.976286,52.401590
0,53,21.976286,52.334570
0,54,22.043306,52.267550
0,55,22.110326,52.200530
0,56,22.110326,52.133510
0,57,22.177346,52.066490
0,58,22.177346,51.999470
0,59,22.244366,51.932450
0,60,22.244366,51.865430
0,61,22.311386,51.798410
0,62,22.378406,51.731390
0,63,22.378406,51.664370
0,64,22.445426,51.597350
0,65,22.445426,51.530330
0,66,22.512446,51.463310
0,67,22.512446,51.396290
0,68,22.512446,51.329270
0,69,22.579466,51.262250
0,70,22.579466,51.195230
0,71,22.646486,51.128210
0,72,22.646486,51.061190
0,73,22.713506,50.994170
0,74,22.713506,50.927150
0,75,22.713506,50.860130
0,76,22.780526,50.793110
0,77,22.780526,50.726090
0,78,22.780526,50.659070
0,79,22.847546,50.592050
0,80,22.847546,50.525030
0,81,22.847546,50.458010
0,82,22.914566,50.390990
0,83,22.914566,50.323970
0,84,22.914566,50.256950
0,85,22.914566,50.189930
0,86,22.981586,50.122910
0,87,22.981586,50.055890
0,88,22.981586,49.988870
0,89,22.981586,49.921850
0,90,22.981586,49.854830
0,91,23.048606,49.787810
0,92,23.048606,49.720790
0,93,23.048606,49.653770
0,94,23.048606,49.586750
0,95,23.048606,49.519730
0,96,23.115626,49.452710
0,97,23.115626,49.385690
0,98,23.115626,49.318670
0,99,23.115626,49.251650
0,100,23.115626,49.184630
0,101,23.115626,49.117610
0,102,23.115626,49.050590
0,103,23.115626,48.983570
0,104,23.115626,48.916550
0,105,23.115626,48.849530
0,106,23.182646,48.782510
0,107,23.182646,48.715490
0,108,23.182646,48.648470
0,109,23.182646,48.581450
0,110,23.182646,48.514430
0,111,23.182646,48.447410
0,112,23.182646,48.380390
0,113,23.182646,48.313370
0,114,23.182646,48.246350
0,115,23.182646,48.179330
0,116,23.182646,48.112310
0,117,23.182646,48.045290
0,118,23.182646,47.978270
0,119,23.182646,47.911250
0,120,23.182646,47.844230
0,121,23.182646,47.777210
0,122,23.182646,47.710190
0,123,23.182646,47.643170
0,124,23.182646,47.576150
0,125,23.182646,47.509130
0,126,23.182646,47.442110
0,127,23.182646,47.375090
0,128,23.182646,47.308070
0,129,23.182646,47.241050
0,130,23.182646,47.174030
0,131,23.182646,47.107010
0,132,23.182646,47.039990
0,133,23.182646,46.972970
0,134,23.182646,46.905950
0,135,23.182646,46.838930
0,136,23.182646,46.771910
0,137,23.182646,46.704890
0,138,23.182646,46.637870
0,139,23.182646,46.570850
0,140,23.182646,46.503830
0,141,23.182646,46.436810
0,142,23.182646,46.369790
0,143,23.249666,46.302770
0,144,23.249666,46.235750
0,145,23.249666,46.168730
0,146,23.249666,46.101710
0,147,23.249666,46.034690
0,148,23.249666,45.967670
0,149,23.249666,45.900650
0,150,23.249666,45.833630
0,151,23.249666,45.766610
0,152,23.316686,45.699590
0,153,23.316686,45.632570
0,154,23.316686,45.565550
0,155,23.316686,45.498530
0,156,23.316686,45.431510
0,157,23.383706,45.364490
0,158,23.383706,45.297470
0,159,23.383706,45.230450
0,160,23.450726,45.163430
0,161,23.450726,45.096410
0,162,23.450726,45.029390
0,163,23.517746,44.962370
0,164,23.517746,44.895350
0,165,23.584766,44.828330
0,166,23.584766,44.761310
0,167,23.651786,44.694290
0,168,23.651786,44.627270
0,169,23.718806,44.560250
0,170,23.785826,44.493230
0,171,23.785826,44.426210
0,172,23.852846,44.359190
0,173,23.919866,44.292170
0,174,23.919866,44.225150
0,175,23.986886,44.158130
0,176,24.053906,44.091110
0,177,24.120926,44.024090
0,178,24.187946,43.957070
0,179,24.254966,43.890050
0,180,24.321986,43.823030
0,181,24.389006,43.756010
0,182,24.456026,43.688990
0,183,24.523046,43.621970
0,184,24.590066,43.554950
0,185,24.657086,43.487930
0,186,24.724106,43.420910
0,187,24.791126,43.353890
0,188,24.858146,43.286870
0,189,24.925166,43.219850
0,190,24.992186,43.152830
0,191,25.059206,43.085810
0,192,25.126226,43.085810
0,193,25.193246,43.018790
0,194,25.260266,42.951770
0,195,25.327286,42.884750
0,196,25.394306,42.817730
0,197,25.461326,42.817730
0,198,25.528346,42.750710
0,199,25.595366,42.683690
0,200,25.662386,42.616670
0,201,25.729406,42.616670
0,202,25.796426,42.549650
0,203,25.863446,42.482630
0,204,25.930466,42.415610
0,205,25.997486,42.415610
0,206,26.064506,42.348590
0,207,26.131526,42.281570
0,208,26.198546,42.281570
0,209,26.265566,42.214550
0,210,26.332586,42.147530
0,211,26.399606,42.147530
0,212,26.466626,42.080510
0,213,26.533646,42.013490
0,214,26.600666,42.013490
0,215,26.667686,41.946470
0,216,26.734706,41.879450
0,217,26.801726,41.879450
0,218,26.868746,41.812430
0,219,26.935766,41.812430
0,220,27.002786,41.745410
0,221,27.069806,41.678390
0,222,27.136826,41.678390
0,223,27.203846,41.611370
0,224,27.270866,41.611370
0,225,27.337886,41.544350
0,226,27.404906,41.477330
0,227,27.471926,41.477330
0,228,27.538946,41.410310
0,229,27.605966,41.410310
0,230,27.672986,41.343290
0,231,27.740006,41.276270
0,232,27.807026,41.276270
0,233,27.874046,41.209250
0,234,27.941066,41.209250
0,235,28.008086,41.142230
0,236,28.075106,41.075210
0,237,28.142126,41.075210
0,238,28.209146,41.008190
0,239,28.276166,41.008190
0,240,28.343186,40.941170
0,241,28.410206,40.941170
0,242,28.477226,40.874150
0,243,28.544246,40.807130
0,244,28.611266,40.807130
0,245,28.678286,40.740110
0,246,28.745306,40.740110
0,247,28.812326,40.673090
0,248,28.879346,40.673090
0,249,28.946366,40.606070
0,250,29.013386,40.539050
0,251,29.080406,40.539050
0,252,29.147426,40.472030
0,253,29.214446,40.472030
0,254,29.281466,40.405010
0,255,29.348486,40.405010
0,256,29.415506,40.337990
0,257,29.482526,40.270970
0,258,29.549546,40.270970
0,259,29.616566,40.203950
0,260,29.683586,40.203950
0,261,29.750606,40.136930
0,262,29.817626,40.136930
0,263,29.884646,40.069910
0,264,29.951666,40.069910
0,265,30.018686,40.002890
0,266,30.085706,39.935870
0,267,30.152726,39.935870
0,268,30.219746,39.868850
0,269,30.286766,39.868850
0,270,30.353786,39.801830
0,271,30.420806,39.801830
0,272,30.487826,39.734810
0,273,30.554846,39.734810
0,274,30.621866,39.667790
0,275,30.688886,39.600770
0,276,30.755906,39.600770
0,277,30.822926,39.533750
0,278,30.889946,39.533750
0,279,30.956966,39.466730
0,280,31.023986,39.466730
0,281,31.091006,39.399710
0,282,31.158026,39.332690
0,283,31.225046,39.332690
0,284,31.292066,39.265670
0,285,31.359086,39.265670
0,286,31.426106,39.198650
0,287,31.493126,39.198650
0,288,31.560146,39.131630
0,289,31.627166,39.131630
0,290,31.694186,39.064610
0,291,31.761206,39.064610
0,292,31.828226,38.997590
0,293,31.895246,38.930570
0,294,31.962266,38.930570
0,295,32.029286,38.863550
0,296,32.096306,38.863550
0,297,32.163326,38.796530
0,298,32.230346,38.796530
0,299,32.297366,38.729510
0,300,32.364386,38.729510
0,301,32.431406,38.662490
0,302,32.498426,38.662490
0,303,32.565446,38.595470
0,304,32.632466,38.595470
0,305,32.699486,38.528450
0,306,32.766506,38.461430
0,307,32.833526,38.461430
0,308,32.900546,38.394410
